"","State","year","CLTCB","FFTCB","GETCB","HYTCB","MGTCB","NGTCB","SOTCB","WYTCB","coal.growth","fossil_fuel.growth","geothermal.growth","hydro.growth","motor_gas.growth","natural_gas.growth","solar.growth","wind.growth","GDP","GDP.growth"
"311","KY",2003,943652,1820496,971,39974,274207,231486,4,0,0.99,0.97,1.32,0.98,1.04,0.98,1,0,58100,0
"312","KY",2004,961759,1900199,1071,37863,287451,233361,30,0,1.02,1.04,1.1,0.95,1.05,1.01,7.5,0,46401,0
"313","KY",2005,986263,1925961,1238,29609,280167,240869,35,0,1.03,1.01,1.16,0.78,0.97,1.03,1.17,0,621458,1
"314","KY",2006,1023263,1941105,1391,25707,279783,217169,39,0,1.04,1.01,1.12,0.87,1,0.9,1.11,0,260871,0
"315","KY",2007,1020709,1948328,1608,16492,279046,236003,41,0,1,1,1.16,0.64,1,1.09,1.05,0,122580,0
"316","KY",2008,1024816,1905673,1855,18895,266214,233180,48,0,1,0.98,1.15,1.15,0.95,0.99,1.17,0,111492,0
"317","KY",2009,937106,1794419,2258,32380,271830,214279,60,0,0.91,0.94,1.22,1.71,1.02,0.92,1.25,0,151226,1
"318","KY",2010,1009823,1874266,2544,25173,269143,239062,66,0,1.08,1.04,1.13,0.78,0.99,1.12,1.1,0,195646,1
"319","KY",2011,1010623,1846154,2700,28850,259797,229056,85,0,1,0.99,1.06,1.15,0.97,0.96,1.29,0,49825,0
"320","KY",2012,909705,1735173,2712,22475,256209,232702,92,0,0.9,0.94,1,0.78,0.99,1.02,1.08,0,266410,1
"321","KY",2013,914774,1737364,2712,31249,256012,235733,184,0,1.01,1,1,1.39,1,1.01,2,0,362104,1
"322","KY",2014,913452,1755123,2712,29895,253602,262332,187,0,1,1.01,1,0.96,0.99,1.11,1.02,0,427565,1
"323","KY",2015,796484,1661664,2712,31717,262530,274749,197,0,0.87,0.95,1,1.06,1.04,1.05,1.05,0,251512,0
"324","LA",1997,226065,4017871,328,10580,244678,1857072,69,0,1.1,1.04,1.09,1.06,0.92,1.1,0.95,0,86448,0
"325","LA",1998,225283,3760031,386,10838,261299,1679040,71,0,1,0.94,1.18,1.02,1.07,0.9,1.03,0,240041,1
"326","LA",1999,227687,3766800,451,8199,259173,1558295,67,0,1.01,1,1.17,0.76,0.99,0.93,0.94,0,31128,0
"327","LA",2000,253263,4058492,451,5430,284105,1625863,60,0,1.11,1.08,1,0.66,1.1,1.04,0.9,0,78072,1
"328","LA",2001,239990,3562212,502,7566,278853,1347228,57,0,0.95,0.88,1.11,1.39,0.98,0.83,0.95,0,110803,1
"329","LA",2002,232109,3703360,544,9069,286942,1475464,56,0,0.97,1.04,1.08,1.2,1.03,1.1,0.98,0,59667,0
"330","LA",2003,247978,3561398,700,9031,298929,1353179,60,0,1.07,0.96,1.29,1,1.04,0.92,1.07,0,480793,1
"331","LA",2004,256716,3722004,778,11006,289987,1393140,65,0,1.04,1.05,1.11,1.22,0.97,1.03,1.08,0,74311,0
"332","LA",2005,253518,3602529,902,8109,295486,1367497,65,0,0.99,0.97,1.16,0.74,1.02,0.98,1,0,1049993,1
"333","LA",2006,265214,3746719,996,7074,329594,1346690,67,0,1.05,1.04,1.1,0.87,1.12,0.98,1.03,0,361078,0
"334","LA",2007,249800,3819382,1125,8171,298298,1430621,77,0,0.94,1.02,1.13,1.16,0.91,1.06,1.15,0,25689,0
"335","LA",2008,262470,3842130,1279,10488,264136,1369823,79,0,1.05,1.01,1.14,1.28,0.89,0.96,1.03,0,496785,1
"336","LA",2009,252519,3633639,1520,12067,281024,1315265,83,0,0.96,0.95,1.19,1.15,1.06,0.96,1.05,0,125407,0
"337","LA",2010,259750,3974780,1708,10817,278717,1483203,113,0,1.03,1.09,1.12,0.9,0.99,1.13,1.36,0,137886,1
"338","LA",2011,269993,4015488,1891,10144,276240,1536148,164,0,1.04,1.01,1.11,0.94,0.99,1.04,1.45,0,538948,1
"339","LA",2012,238811,3886648,1842,6470,267830,1586440,319,0,0.88,0.97,0.97,0.64,0.97,1.03,1.95,0,47809,0
"340","LA",2013,228055,3794148,1842,9966,277224,1505542,678,0,0.95,0.98,1,1.54,1.04,0.95,2.13,0,154734,1
"341","LA",2014,209973,3798329,1842,10366,272574,1547706,1074,0,0.92,1,1,1.04,0.98,1.03,1.58,0,31244,0
"342","LA",2015,174221,3844022,1842,9310,281141,1589467,1520,0,0.83,1.01,1,0.9,1.03,1.03,1.42,0,236620,1
"343","MA",1997,122896,1259934,162,10537,317658,411555,220,0,1.08,1.07,1.12,0.86,1.02,1.06,0.99,0,976634,1
"344","MA",1998,109862,1222998,215,10500,324810,367109,213,0,0.89,0.97,1.33,1,1.02,0.89,0.97,0,92268,0
"345","MA",1999,113610,1191419,226,9966,330678,361351,203,0,1.03,0.97,1.05,0.95,1.02,0.98,0.95,0,24644,0
"346","MA",2000,114658,1212799,226,10866,339062,357743,187,0,1.01,1.02,1,1.09,1.03,0.99,0.92,0,362386,1
"347","MA",2001,109014,1213976,240,7259,340778,364114,170,0,0.95,1,1.06,0.67,1.01,1.02,0.91,0,300010,0
"348","MA",2002,118358,1235051,261,8902,349691,404597,166,0,1.09,1.02,1.09,1.23,1.03,1.11,0.98,0,58711,0
"349","MA",2003,109373,1255558,356,10886,348460,415303,162,0,0.92,1.02,1.36,1.22,1,1.03,0.98,0,238716,1
"350","MA",2004,105075,1225441,403,9999,354926,383708,189,0,0.96,0.98,1.13,0.92,1.02,0.92,1.17,0,27655,0
"351","MA",2005,119333,1243449,472,10418,353715,386385,204,0,1.14,1.01,1.17,1.04,1,1.01,1.08,0,166286,1
"352","MA",2006,112173,1139143,505,15004,355063,378078,224,0,0.94,0.92,1.07,1.44,1,0.98,1.1,0,39648,0
"353","MA",2007,120168,1187927,540,7882,364185,418922,268,0,1.07,1.04,1.07,0.53,1.03,1.11,1.2,0,232105,1
"354","MA",2008,106897,1145441,585,11389,348671,415260,334,36,0.89,0.96,1.08,1.44,0.96,0.99,1.25,0,96064,0
"355","MA",2009,92056,1073197,677,11723,338978,408519,439,58,0.86,0.94,1.16,1.03,0.97,0.98,1.31,1.61,1832792,1
"356","MA",2010,83850,1107909,764,9720,338216,447429,665,215,0.91,1.03,1.13,0.83,1,1.1,1.51,3.71,229129,0
"357","MA",2011,42963,1073293,962,11161,334563,464018,1028,596,0.51,0.97,1.26,1.15,0.99,1.04,1.55,2.77,227364,0
"358","MA",2012,24036,982320,859,8683,331549,430921,2439,853,0.56,0.92,0.89,0.78,0.99,0.93,2.37,1.43,90878,0
"359","MA",2013,42208,1031088,859,9460,330610,435314,4706,1955,1.76,1.05,1,1.09,1,1.01,1.93,2.29,726845,1
"360","MA",2014,29871,1008902,859,8579,324986,432634,9147,2139,0.71,0.98,1,0.91,0.98,0.99,1.94,1.09,408639,0
"361","MA",2015,24177,1042592,859,7709,335910,457459,12534,2000,0.81,1.03,1,0.9,1.03,1.06,1.37,0.94,61606,0
"362","MD",1997,289686,1018884,100,16222,279493,219192,51,0,0.99,1.02,1.06,0.64,1.03,1.09,1,0,48247,0
"363","MD",1998,303896,1042893,104,17740,284661,195540,49,0,1.05,1.02,1.04,1.09,1.02,0.89,0.96,0,635518,1
"364","MD",1999,305186,1076762,118,14564,296549,203040,46,0,1,1.03,1.13,0.82,1.04,1.04,0.94,0,268914,0
"365","MD",2000,312162,1079014,118,17674,298018,219360,44,0,1.02,1,1,1.21,1,1.08,0.96,0,131746,0
"366","MD",2001,318851,1070902,132,12229,308996,184976,42,0,1.02,0.99,1.12,0.69,1.04,0.84,0.95,0,111419,0
"367","MD",2002,325834,1074775,144,16897,314981,203538,40,0,1.02,1,1.09,1.38,1.02,1.1,0.95,0,155326,1
"368","MD",2003,329590,1105086,187,26801,322107,204511,38,0,1.01,1.03,1.3,1.59,1.02,1,0.95,0,203511,1
"369","MD",2004,327239,1119642,203,25115,330857,201929,63,0,0.99,1.01,1.09,0.94,1.03,0.99,1.66,0,51351,0
"370","MD",2005,329304,1145584,233,17035,335549,212230,68,0,1.01,1.02,1.15,0.68,1.01,1.05,1.08,0,280380,1
"371","MD",2006,324657,1053010,270,20872,340907,189221,74,0,0.99,0.92,1.16,1.23,1.02,0.89,1.09,0,369983,1
"372","MD",2007,327979,1068823,327,16331,341588,208693,80,0,1.01,1.02,1.21,0.78,1,1.1,1.08,0,426182,1
"373","MD",2008,309294,1020565,390,19453,334099,202931,102,0,0.94,0.95,1.19,1.19,0.98,0.97,1.27,0,260777,0
"374","MD",2009,266860,980342,486,18434,352810,203780,134,0,0.86,0.96,1.25,0.95,1.06,1,1.31,0,88142,0
"375","MD",2010,266067,963398,548,16267,324582,217744,209,15,1,0.98,1.13,0.88,0.92,1.07,1.56,0,245100,1
"376","MD",2011,241190,900576,532,24748,319164,199223,536,2630,0.91,0.93,0.97,1.52,0.98,0.91,2.56,175.33,32429,0
"377","MD",2012,192334,856998,570,15764,323479,216678,1380,3061,0.8,0.95,1.07,0.64,1.01,1.09,2.57,1.16,79575,1
"378","MD",2013,183191,846321,570,16477,337928,206238,2229,3069,0.95,0.99,1,1.05,1.04,0.95,1.62,1,122731,1
"379","MD",2014,201220,877472,570,15364,326667,218079,3448,3078,1.1,1.04,1,0.93,0.97,1.06,1.55,1,61244,0
"380","MD",2015,165994,865593,570,15127,341602,226873,4375,4050,0.82,0.99,1,0.98,1.05,1.04,1.27,1.32,485791,1
"381","ME",1997,8966,272037,0,37256,83372,6501,117,0,0.91,1.02,0,0.87,1.07,1.11,1.03,0,79119,0
"382","ME",1998,7294,266396,0,37892,79889,5813,117,0,0.81,0.98,0,1.02,0.96,0.89,1,0,1078573,1
"383","ME",1999,6864,279855,5,38408,84233,6690,117,0,0.94,1.05,0,1.01,1.05,1.15,1,0,375195,0
"384","ME",2000,9980,317588,5,36630,85133,48047,110,0,1.45,1.13,1,0.95,1.01,7.18,0.94,0,25852,0
"385","ME",2001,7875,337142,6,27332,74506,101190,103,0,0.79,1.06,1.2,0.75,0.88,2.11,0.94,0,508865,1
"386","ME",2002,8000,364609,7,28157,87915,126280,96,0,1.02,1.08,1.17,1.03,1.18,1.25,0.93,0,129144,0
"387","ME",2003,7481,346829,9,32123,95061,73523,89,0,0.94,0.95,1.29,1.14,1.08,0.58,0.93,0,150617,1
"388","ME",2004,7336,357353,10,34357,88441,89581,96,0,0.98,1.03,1.11,1.07,0.93,1.22,1.08,0,553326,1
"389","ME",2005,7059,335943,11,40905,90028,64818,97,0,0.96,0.94,1.1,1.19,1.02,0.72,1.01,0,49763,0
"390","ME",2006,6618,309570,13,42435,88228,67557,109,0,0.94,0.92,1.18,1.04,0.98,1.04,1.12,0,156328,1
"391","ME",2007,6583,307484,16,36948,86464,67227,116,979,0.99,0.99,1.23,0.87,0.98,1,1.06,0,32392,0
"392","ME",2008,5908,282683,49,43923,81122,74494,127,1297,0.9,0.92,3.06,1.19,0.94,1.11,1.09,1.32,246938,1
"393","ME",2009,1652,278447,61,41106,81342,73569,127,2915,0.28,0.99,1.24,0.94,1,0.99,1,2.25,1023202,1
"394","ME",2010,2279,277342,70,37174,81963,80988,138,4870,1.38,1,1.15,0.9,1.01,1.1,1.09,1.67,96277,0
"395","ME",2011,1542,268091,68,38660,80947,75061,141,6866,0.68,0.97,0.97,1.04,0.99,0.93,1.02,1.41,25519,0
"396","ME",2012,1299,244861,72,35519,78151,70451,193,8440,0.84,0.91,1.06,0.92,0.97,0.94,1.37,1.23,376770,1
"397","ME",2013,1657,253186,72,33970,89153,65886,266,9996,1.28,1.03,1,0.96,1.14,0.94,1.38,1.18,305266,0
"398","ME",2014,2142,252423,72,34457,93177,62423,270,10436,1.29,1,1,1.01,1.05,0.95,1.02,1.04,59692,0
"399","ME",2015,2588,253292,72,31317,94152,54203,322,12075,1.21,1,1,0.91,1.01,0.87,1.19,1.16,245125,1
"400","MI",1997,781123,2748587,962,17489,586111,1010167,262,0,0.98,0.99,1.08,0.95,1.02,0.97,0.98,0,28433,0
"401","MI",1998,826852,2682230,1044,14246,599271,893988,262,0,1.06,0.98,1.09,0.81,1.02,0.88,1,0,171723,1
"402","MI",1999,832638,2816016,1154,14913,630913,968282,251,0,1.01,1.05,1.11,1.05,1.05,1.08,0.96,0,40767,0
"403","MI",2000,799800,2765145,1154,14564,616085,984345,229,0,0.96,0.98,1,0.98,0.98,1.02,0.91,0,251185,1
"404","MI",2001,789703,2696676,1241,16139,622926,928651,219,3,0.99,0.98,1.08,1.11,1.01,0.94,0.96,0,99144,0
"405","MI",2002,739866,2718364,1352,16981,634414,984715,210,3,0.94,1.01,1.09,1.05,1.02,1.06,0.96,1,1910337,1
"406","MI",2003,747940,2668035,1776,14031,619254,950714,199,27,1.01,0.98,1.31,0.83,0.98,0.97,0.95,9,238417,0
"407","MI",2004,773825,2693277,1945,15420,618748,938628,224,19,1.03,1.01,1.1,1.1,1,0.99,1.13,0.7,231573,0
"408","MI",2005,799463,2707276,2237,14616,621596,927535,274,18,1.03,1.01,1.15,0.95,1,0.99,1.22,0.95,92500,0
"409","MI",2006,773595,2518412,2552,15080,613087,816993,335,22,0.97,0.93,1.14,1.03,0.99,0.88,1.22,1.22,773024,1
"410","MI",2007,801178,2537825,3014,12553,598286,814887,405,27,1.04,1.01,1.18,0.83,0.98,1,1.21,1.23,424964,0
"411","MI",2008,799969,2436176,3530,13445,571087,797534,408,1391,1,0.96,1.17,1.07,0.95,0.98,1.01,51.52,64824,0
"412","MI",2009,735907,2293042,4347,13390,559595,750783,432,2930,0.92,0.94,1.23,1,0.98,0.94,1.06,2.11,51266,0
"413","MI",2010,749285,2305431,4898,12200,550636,758696,465,3515,1.02,1.01,1.13,0.91,0.98,1.01,1.08,1.2,646092,1
"414","MI",2011,691150,2253596,5088,13188,536557,787337,563,4435,0.92,0.98,1.04,1.08,0.97,1.04,1.21,1.26,268886,0
"415","MI",2012,621633,2186277,5193,11484,531880,804084,740,10769,0.9,0.97,1.02,0.87,0.99,1.02,1.31,2.43,135042,0
"416","MI",2013,658172,2307346,5193,13539,552152,831741,766,26711,1.06,1.06,1,1.18,1.04,1.03,1.04,2.48,114578,0
"417","MI",2014,618479,2327171,5193,15216,552139,878128,811,36786,0.94,1.01,1,1.12,1,1.06,1.06,1.38,159800,1
"418","MI",2015,617280,2333121,5193,13971,564363,872198,851,44702,1,1,1,0.92,1.02,0.99,1.05,1.22,215120,1
"419","MN",1997,341636,1317647,201,10567,290761,360439,359,551,0.96,0.98,1.07,0.86,1.02,0.96,0.97,1.07,51381,0
"420","MN",1998,357030,1308404,208,9734,303022,337128,345,1497,1.05,0.99,1.03,0.92,1.04,0.94,0.96,2.72,290581,1
"421","MN",1999,341475,1334525,235,12056,312229,351143,323,4967,0.96,1.02,1.13,1.24,1.03,1.04,0.94,3.32,376358,1
"422","MN",2000,373775,1399806,235,9501,318677,367461,288,7391,1.09,1.05,1,0.79,1.02,1.05,0.89,1.49,431383,1
"423","MN",2001,353305,1351457,250,8593,324498,345002,257,9269,0.95,0.97,1.06,0.9,1.02,0.94,0.89,1.25,267476,0
"424","MN",2002,360822,1387050,272,8231,330916,374184,226,9215,1.02,1.03,1.09,0.96,1.02,1.08,0.88,0.99,89539,0
"425","MN",2003,390691,1436926,354,8248,336313,374231,203,9900,1.08,1.04,1.3,1,1.02,1,0.9,1.07,247860,1
"426","MN",2004,378775,1430093,384,7395,337046,362418,173,8137,0.97,1,1.08,0.9,1,0.97,0.85,0.82,33957,0
"427","MN",2005,379114,1453089,440,7747,336292,372239,142,15823,1,1.02,1.15,1.05,1,1.03,0.82,1.94,81139,1
"428","MN",2006,370814,1410901,510,5671,334466,358211,147,20383,0.98,0.97,1.16,0.73,0.99,0.96,1.04,1.29,133258,1
"429","MN",2007,366208,1442245,617,6462,333152,395714,146,26082,0.99,1.02,1.21,1.14,1,1.1,0.99,1.28,62791,0
"430","MN",2008,359359,1439665,736,7164,322442,435134,189,42910,0.98,1,1.19,1.11,0.97,1.1,1.29,1.65,491152,1
"431","MN",2009,328678,1330347,918,7897,312387,405564,203,49317,0.91,0.92,1.25,1.1,0.97,0.93,1.07,1.15,79596,0
"432","MN",2010,315438,1337300,1035,8199,312738,427198,227,46748,0.96,1.01,1.13,1.04,1,1.05,1.12,0.95,1119304,1
"433","MN",2011,315604,1329542,1003,7250,297682,424978,241,65347,1,0.99,0.97,0.88,0.95,0.99,1.06,1.4,392112,0
"434","MN",2012,257875,1281513,1075,5339,307398,430286,296,77805,0.82,0.96,1.07,0.74,1.03,1.01,1.23,1.19,26666,0
"435","MN",2013,267695,1332764,1075,4877,306603,478634,343,78797,1.04,1.04,1,0.91,1,1.11,1.16,1.01,512223,1
"436","MN",2014,313073,1388411,1075,5216,306790,490179,409,92162,1.17,1.04,1,1.07,1,1.02,1.19,1.17,133649,0
"437","MN",2015,271570,1288135,1075,7912,307942,448565,472,91129,0.87,0.93,1,1.52,1,0.92,1.15,0.99,153771,1
"438","MO",1997,670589,1653923,62,16272,368082,286117,146,0,1.06,1.01,1.07,1.2,1.01,0.96,0.95,0,560689,1
"439","MO",1998,695687,1702874,65,23928,373786,261504,138,0,1.04,1.03,1.05,1.47,1.02,0.91,0.95,0,50380,0
"440","MO",1999,687170,1726845,74,18949,371110,269262,127,0,0.99,1.01,1.14,0.79,0.99,1.03,0.92,0,159689,1
"441","MO",2000,688905,1652686,74,6120,385062,289044,111,0,1,0.96,1,0.32,1.04,1.07,0.87,0,33162,0
"442","MO",2001,716378,1728611,82,11409,378067,288617,94,0,1.04,1.05,1.11,1.86,0.98,1,0.85,0,250834,1
"443","MO",2002,725679,1729447,89,13804,384242,278936,77,0,1.01,1,1.09,1.21,1.02,0.97,0.82,0,1047014,1
"444","MO",2003,795634,1800742,116,6606,399349,266204,61,0,1.1,1.04,1.3,0.48,1.04,0.95,0.79,0,102382,0
"445","MO",2004,807466,1820898,126,14823,400685,269224,46,0,1.01,1.01,1.09,2.24,1,1.01,0.75,0,25835,0
"446","MO",2005,835663,1852077,144,11592,400234,273401,33,0,1.03,1.02,1.14,0.78,1,1.02,0.72,0,396319,1
"447","MO",2006,829054,1824405,167,1976,400143,258004,30,0,0.99,0.99,1.16,0.17,1,0.94,0.91,0,325105,0
"448","MO",2007,802879,1813054,202,11904,401147,277987,34,0,0.97,0.99,1.21,6.02,1,1.08,1.13,0,61219,0
"449","MO",2008,792918,1768269,241,20169,393858,298427,35,2003,0.99,0.98,1.19,1.69,0.98,1.07,1.03,0,250305,1
"450","MO",2009,765617,1679585,301,17731,392361,266721,29,4874,0.97,0.95,1.25,0.88,1,0.89,0.83,2.43,29637,0
"451","MO",2010,801625,1721589,339,15018,389664,282141,35,9029,1.05,1.03,1.13,0.85,0.99,1.06,1.21,1.85,174675,1
"452","MO",2011,825650,1719829,329,11515,374151,275308,48,11448,1.03,1,0.97,0.77,0.96,0.98,1.37,1.27,43455,0
"453","MO",2012,768297,1623544,352,6797,365557,258945,221,11845,0.93,0.94,1.07,0.59,0.98,0.94,4.6,1.03,265798,1
"454","MO",2013,806549,1689462,352,10843,370962,281399,522,11133,1.05,1.04,1,1.6,1.01,1.09,2.36,0.94,101028,0
"455","MO",2014,780707,1696869,352,6632,373727,301543,1189,10757,0.97,1,1,0.61,1.01,1.07,2.28,0.97,1975457,1
"456","MO",2015,696401,1586705,352,14864,377159,270936,1542,9627,0.89,0.94,1,2.24,1.01,0.9,1.3,0.89,243172,0
"457","MS",1997,132171,829735,169,0,184575,264210,10,0,1.03,1.01,1.12,0,1.03,0.95,1.11,0,237280,0
"458","MS",1998,125930,840606,223,0,191433,252445,10,0,0.95,1.01,1.32,0,1.04,0.96,1,0,93801,0
"459","MS",1999,137608,928274,264,0,200292,317777,10,0,1.09,1.1,1.18,0,1.05,1.26,1,0,797997,1
"460","MS",2000,147481,916049,264,0,193925,312078,9,0,1.07,0.99,1,0,0.97,0.98,0.9,0,430438,0
"461","MS",2001,198275,1019600,299,0,190214,340904,9,0,1.34,1.11,1.13,0,0.98,1.09,1,0,66313,0
"462","MS",2002,154339,937857,322,0,198068,354550,9,0,0.78,0.92,1.08,0,1.04,1.04,1,0,54240,0
"463","MS",2003,178949,935258,412,0,201229,275147,9,0,1.16,1,1.28,0,1.02,0.78,1,0,663632,1
"464","MS",2004,184992,956258,466,0,203911,290512,9,0,1.03,1.02,1.13,0,1.01,1.06,1,0,274074,0
"465","MS",2005,176286,943241,545,0,206696,310713,9,0,0.95,0.99,1.17,0,1.01,1.07,1,0,136928,0
"466","MS",2006,190057,975965,581,0,208143,315909,9,0,1.08,1.03,1.07,0,1.01,1.02,1,0,120445,0
"467","MS",2007,185063,1021641,619,0,208951,374990,11,0,0.97,1.05,1.07,0,1,1.19,1.22,0,163941,1
"468","MS",2008,177166,964633,674,0,201814,364237,12,0,0.96,0.94,1.09,0,0.97,0.97,1.09,0,211535,1
"469","MS",2009,141675,913849,763,0,193104,371245,12,0,0.8,0.95,1.13,0,0.96,1.02,1,0,52002,0
"470","MS",2010,148463,999289,855,0,200085,444875,13,0,1.05,1.09,1.12,0,1.04,1.2,1.08,0,296547,1
"471","MS",2011,107546,944914,1074,0,191839,437873,17,0,0.72,0.95,1.26,0,0.96,0.98,1.31,0,382718,1
"472","MS",2012,82456,989574,958,0,197490,499946,17,0,0.77,1.05,0.89,0,1.03,1.14,1,0,423582,1
"473","MS",2013,97767,941875,958,0,196005,426902,34,0,1.19,0.95,1,0,0.99,0.85,2,0,266429,0
"474","MS",2014,116537,983404,958,0,203134,439557,35,0,1.19,1.04,1,0,1.04,1.03,1.03,0,91544,0
"475","MS",2015,71626,1036285,958,0,203428,534052,29,0,0.61,1.05,1,0,1,1.21,0.83,0,250021,1
"476","MT",1997,162568,384909,126,136921,59867,61699,2,0,1.17,1.04,1,0.96,0.98,0.98,1,0,35030,0
"477","MT",1998,186099,407191,126,113370,60473,61398,2,0,1.14,1.06,1,0.83,1.01,1,1,0,83415,1
"478","MT",1999,186770,423719,276,141344,61349,63624,3,0,1,1.04,2.19,1.25,1.01,1.04,1.5,0,138235,1
"479","MT",2000,176779,411968,282,98167,60270,69590,3,0,0.95,0.97,1.02,0.69,0.98,1.09,1,0,63924,0
"480","MT",2001,184401,407460,282,68337,60689,66483,3,0,1.04,0.99,1,0.7,1.01,0.96,1,0,499482,1
"481","MT",2002,166322,399064,282,97324,61858,70992,3,0,0.9,0.98,1,1.42,1.02,1.07,1,0,80852,0
"482","MT",2003,188981,416250,274,88105,61636,70048,4,0,1.14,1.04,0.97,0.91,1,0.99,1.33,0,1145537,1
"483","MT",2004,195620,440391,278,88702,62365,68567,4,0,1.04,1.06,1.01,1.01,1.01,0.98,1,0,413835,0
"484","MT",2005,199495,453599,291,95864,61182,71089,5,0,1.02,1.03,1.05,1.08,0.98,1.04,1.25,0,27771,0
"485","MT",2006,194307,463827,281,100481,62085,75135,15,4324,0.97,1.02,0.97,1.05,1.01,1.06,3,0,511281,1
"486","MT",2007,202480,484233,277,92557,62268,75077,23,4900,1.04,1.04,0.99,0.92,1,1,1.53,1.13,141576,0
"487","MT",2008,203260,473582,265,98536,59594,77645,32,5845,1,0.98,0.96,1.06,0.96,1.03,1.39,1.19,167952,1
"488","MT",2009,172812,432394,275,92778,60414,76635,31,8012,0.85,0.91,1.04,0.94,1.01,0.99,0.97,1.37,563253,1
"489","MT",2010,203339,447222,279,91849,60458,72888,33,9075,1.18,1.03,1.01,0.99,1,0.95,1.06,1.13,51304,0
"490","MT",2011,165687,422594,403,122382,59475,79470,32,12292,0.81,0.94,1.44,1.33,0.98,1.09,0.97,1.35,162660,1
"491","MT",2012,157308,405686,337,107373,60182,75234,85,12007,0.95,0.96,0.84,0.88,1.01,0.95,2.66,0.98,33533,0
"492","MT",2013,166104,422663,337,91959,61474,82298,116,16741,1.06,1.04,1,0.86,1.02,1.09,1.36,1.39,256809,1
"493","MT",2014,175357,424949,337,109201,62134,80063,117,18771,1.06,1.01,1,1.19,1.01,0.97,1.01,1.12,1111803,1
"494","MT",2015,178421,419661,337,92144,64698,74619,85,18309,1.02,0.99,1,0.84,1.04,0.93,0.73,0.98,111133,0
"495","NC",1997,765927,1849484,171,57457,474214,223419,156,0,1.03,1.02,1.07,0.93,1.03,1.01,0.95,0,26008,0
"496","NC",1998,754322,1847308,177,58512,491134,222659,152,0,0.98,1,1.04,1.02,1.04,1,0.97,0,405682,1
"497","NC",1999,742398,1831977,200,37674,507858,224763,142,0,0.98,0.99,1.13,0.64,1.03,1.01,0.93,0,337015,0
"498","NC",2000,786114,1935250,200,32009,510102,240729,127,0,1.06,1.06,1,0.85,1,1.07,0.89,0,62165,0
"499","NC",2001,756311,1874240,225,26821,514713,215600,111,0,0.96,0.97,1.12,0.84,1.01,0.9,0.87,0,253867,1
"500","NC",2002,770928,1892103,245,35525,524447,243144,100,0,1.02,1.01,1.09,1.32,1.02,1.13,0.9,0,33152,0
"501","NC",2003,771618,1899946,319,72910,533922,227387,85,0,1,1,1.3,2.05,1.02,0.94,0.85,0,175332,1
"502","NC",2004,782692,1946711,346,54439,548256,232214,89,0,1.01,1.02,1.08,0.75,1.03,1.02,1.05,0,45735,0
"503","NC",2005,811939,1997622,396,53960,549927,237525,116,0,1.04,1.03,1.14,0.99,1,1.02,1.3,0,272417,1
"504","NC",2006,777871,1927390,459,38079,552532,230169,160,0,0.96,0.96,1.16,0.71,1,0.97,1.38,0,100287,0
"505","NC",2007,827974,1995132,556,29495,556076,244475,176,0,1.06,1.04,1.21,0.77,1.01,1.06,1.1,0,1999340,1
"506","NC",2008,794693,1930539,663,29894,585149,249654,267,0,0.96,0.97,1.19,1.01,1.05,1.02,1.52,0,250252,0
"507","NC",2009,678673,1733522,826,50471,544007,252729,340,0,0.85,0.9,1.25,1.69,0.93,1.01,1.27,0,247248,0
"508","NC",2010,749091,1869752,931,46405,544709,308710,426,0,1.1,1.08,1.13,0.92,1,1.22,1.25,0,96309,0
"509","NC",2011,624783,1704663,903,37828,524680,311189,574,0,0.83,0.91,0.97,0.82,0.96,1.01,1.35,0,799113,1
"510","NC",2012,534713,1654742,967,35475,513984,367948,1954,0,0.86,0.97,1.07,0.94,0.98,1.18,3.4,0,433595,0
"511","NC",2013,493771,1733517,967,65838,523973,445018,4157,0,0.92,1.05,1,1.86,1.02,1.21,2.13,0,67421,0
"512","NC",2014,501592,1765443,967,45230,523421,462289,7895,0,1.02,1.02,1,0.69,1,1.04,1.9,0,55810,0
"513","NC",2015,405525,1713810,967,44191,543073,516019,13869,0,0.81,0.97,1,0.98,1.04,1.12,1.76,0,671051,1
"514","ND",1997,385988,559762,181,33903,44997,59283,1,0,0.96,0.98,1.1,1.04,0.99,1.15,1,0,281626,0
"515","ND",1998,409226,567926,212,23412,45270,51428,1,0,1.06,1.01,1.17,0.69,1.01,0.87,1,0,142475,0
"516","ND",1999,411323,588336,225,26681,45411,58962,1,0,1.01,1.04,1.06,1.14,1,1.15,1,0,126143,0
"517","ND",2000,424563,597570,225,21652,44383,58512,1,0,1.03,1.02,1,0.81,0.98,0.99,1,0,162430,1
"518","ND",2001,420001,614956,250,13764,44202,62583,1,0,0.99,1.03,1.11,0.64,1,1.07,1,0,205120,1
"519","ND",2002,422809,608155,272,16202,44573,66927,1,0,1.01,0.99,1.09,1.18,1.01,1.07,1,0,51683,0
"520","ND",2003,420832,598766,363,17455,45135,61455,1,596,1,0.98,1.33,1.08,1.01,0.92,1,0,297630,1
"521","ND",2004,398381,587994,403,15483,44742,61245,1,2149,0.95,0.98,1.11,0.89,0.99,1,1,3.61,392035,1
"522","ND",2005,431133,617490,467,13417,45307,54960,2,2203,1.08,1.05,1.16,0.87,1.01,0.9,2,1.03,419302,1
