"","State","year","CLTCB","FFTCB","GETCB","HYTCB","MGTCB","NGTCB","SOTCB","WYTCB","coal.growth","fossil_fuel.growth","geothermal.growth","hydro.growth","motor_gas.growth","natural_gas.growth","solar.growth","wind.growth","GDP","GDP.growth"
"523","ND",2006,414838,601558,519,15087,43891,55683,3,3665,0.96,0.97,1.11,1.12,0.97,1.01,1.5,1.66,267393,0
"524","ND",2007,420719,617800,588,12903,44578,62188,3,6136,1.01,1.03,1.13,0.86,1.02,1.12,1,1.67,93828,0
"525","ND",2008,424615,622446,668,12345,44612,65746,3,16687,1.01,1.01,1.14,0.96,1,1.06,1,2.72,250581,1
"526","ND",2009,423267,603518,804,14398,45476,57565,4,29256,1,0.97,1.2,1.17,1.02,0.88,1.33,1.75,36720,0
"527","ND",2010,409684,622224,906,19923,46939,70046,4,39957,0.97,1.03,1.13,1.38,1.03,1.22,1,1.37,84714,1
"528","ND",2011,394771,652706,1001,25068,49429,77752,4,50869,0.96,1.05,1.1,1.26,1.05,1.11,1,1.27,137385,1
"529","ND",2012,406344,678788,978,23573,52246,77469,6,50192,1.03,1.04,0.98,0.94,1.06,1,1.5,0.99,63814,0
"530","ND",2013,393193,7e+05,978,17674,54319,87224,7,52656,0.97,1.03,1,0.75,1.04,1.13,1.17,1.05,502104,1
"531","ND",2014,399195,725288,978,24073,56640,94352,7,58985,1.02,1.04,1,1.36,1.04,1.08,1,1.12,80984,0
"532","ND",2015,408091,700668,978,19516,56483,103718,7,60627,1.02,0.97,1,0.81,1,1.1,1,1.03,1148293,1
"533","NE",1997,193334,556197,248,17080,103387,132141,15,0,1.08,1.02,1.11,1.03,1.02,0.99,1,0,414323,0
"534","NE",1998,204797,580056,311,17160,105890,131125,15,0,1.06,1.04,1.25,1,1.02,0.99,1,0,28976,0
"535","NE",1999,198490,566299,320,17579,106800,121368,14,0,0.97,0.98,1.03,1.02,1.01,0.93,0.93,0,510613,1
"536","NE",2000,206938,556267,320,15309,106661,127600,14,0,1.04,0.98,1,0.87,1,1.05,1,0,144343,0
"537","NE",2001,226691,566663,353,11616,106325,124057,13,27,1.1,1.02,1.1,0.76,1,0.97,0.93,0,173109,1
"538","NE",2002,217939,561881,378,11165,108629,121175,12,82,0.96,0.99,1.07,0.96,1.02,0.98,0.92,3.04,582088,1
"539","NE",2003,227290,576480,512,9924,107564,119754,12,387,1.04,1.03,1.35,0.89,0.99,0.99,1,4.72,49838,0
"540","NE",2004,223624,573534,575,9145,108390,116045,11,385,0.98,0.99,1.12,0.92,1.01,0.97,0.92,0.99,167649,1
"541","NE",2005,228667,577874,671,8714,104732,120141,15,966,1.02,1.01,1.17,0.95,0.97,1.04,1.36,2.51,34845,0
"542","NE",2006,227444,588021,728,8861,104666,131443,20,2591,0.99,1.02,1.08,1.02,1,1.09,1.33,2.68,254269,1
"543","NE",2007,216872,600014,795,3434,104830,153523,23,2143,0.95,1.02,1.09,0.39,1,1.17,1.15,0.83,1166680,1
"544","NE",2008,234654,627601,876,3414,103633,172886,25,2111,1.08,1.05,1.1,0.99,0.99,1.13,1.09,0.99,117659,0
"545","NE",2009,249593,632343,1021,4233,101360,165436,25,3735,1.06,1.01,1.17,1.24,0.98,0.96,1,1.77,25857,0
"546","NE",2010,254552,666327,1151,12818,103392,169620,28,4114,1.02,1.05,1.13,3.03,1.02,1.03,1.12,1.1,408148,1
"547","NE",2011,285384,690518,1195,15713,100005,173666,30,10210,1.12,1.04,1.04,1.23,0.97,1.02,1.07,2.48,357635,0
"548","NE",2012,272587,668056,1212,11962,100312,161774,33,12215,0.96,0.97,1.01,0.76,1,0.93,1.1,1.2,62160,0
"549","NE",2013,292956,706731,1212,10723,102670,179619,37,17191,1.07,1.06,1,0.9,1.02,1.11,1.12,1.41,255091,1
"550","NE",2014,276544,692723,1212,11010,106932,180097,38,26028,0.94,0.98,1,1.03,1.04,1,1.03,1.51,35019,0
"551","NE",2015,266319,672786,1212,15702,106998,170360,41,29639,0.96,0.97,1,1.43,1,0.95,1.08,1.14,174459,1
"552","NH",1997,44527,225101,0,16561,76484,21249,38,0,1.23,1.07,0,0.83,1.05,1.09,0.97,0,46422,0
"553","NH",1998,38623,226124,0,16282,78674,19338,38,0,0.87,1,0,0.98,1.03,0.91,1,0,262521,1
"554","NH",1999,35408,229675,5,14432,81629,20496,36,0,0.92,1.02,0,0.89,1.04,1.06,0.95,0,100485,0
"555","NH",2000,44033,239474,5,14559,83175,26397,34,0,1.24,1.04,1,1.01,1.02,1.29,0.94,0,1993244,1
"556","NH",2001,40125,231818,6,10236,83955,24848,31,0,0.91,0.97,1.2,0.7,1.01,0.94,0.91,0,252558,0
"557","NH",2002,39845,242705,7,11607,87218,26146,28,0,0.99,1.05,1.17,1.13,1.04,1.05,0.9,0,243856,0
"558","NH",2003,41633,298382,9,13479,87892,56475,25,0,1.04,1.23,1.29,1.16,1.01,2.16,0.89,0,99039,0
"559","NH",2004,43446,312854,10,13179,88803,63924,36,0,1.04,1.05,1.11,0.98,1.01,1.13,1.44,0,764086,1
"560","NH",2005,44169,307662,11,17987,87888,73022,40,0,1.02,0.98,1.1,1.36,0.99,1.14,1.11,0,420483,0
"561","NH",2006,44807,277415,13,15165,89938,64738,46,0,1.01,0.9,1.18,0.84,1.02,0.89,1.15,0,67721,0
"562","NH",2007,44899,275042,16,12506,91287,64866,52,0,1,0.99,1.23,0.82,1.01,1,1.13,0,56296,0
"563","NH",2008,40241,275624,20,16094,89194,74025,60,102,0.9,1,1.25,1.29,0.98,1.14,1.15,0,655275,1
"564","NH",2009,32844,249365,25,16402,87723,62049,68,610,0.82,0.9,1.25,1.02,0.98,0.84,1.13,5.98,279574,0
"565","NH",2010,33827,242469,28,14415,86920,62612,83,738,1.03,0.97,1.12,0.88,0.99,1.01,1.22,1.21,140017,0
"566","NH",2011,24489,242832,27,15592,84503,72778,95,642,0.72,1,0.96,1.08,0.97,1.16,1.14,0.87,129313,0
"567","NH",2012,14191,224398,29,11869,83427,74336,125,1986,0.58,0.92,1.07,0.76,0.99,1.02,1.32,3.09,162481,1
"568","NH",2013,16778,214890,29,13617,84835,55649,169,3713,1.18,0.96,1,1.15,1.02,0.75,1.35,1.87,206601,1
"569","NH",2014,14867,225105,29,13137,84624,58785,205,3914,0.89,1.05,1,0.96,1,1.06,1.21,1.05,51236,0
"570","NH",2015,10989,231781,29,11837,85990,70768,292,3947,0.74,1.03,1,0.9,1.02,1.2,1.42,1.01,300601,1
"571","NJ",1997,99889,1970902,87,188,463354,742031,585,0,1.15,1.02,1.07,0.95,1.03,1.02,1.02,0,392817,1
"572","NJ",1998,86235,1897612,90,211,478392,705462,629,0,0.86,0.96,1.03,1.12,1.03,0.95,1.08,0,396515,0
"573","NJ",1999,88984,1988140,102,177,478467,743561,648,0,1.03,1.05,1.13,0.84,1,1.05,1.03,0,268824,0
"574","NJ",2000,114734,1924730,102,143,493920,626484,639,0,1.29,0.97,1,0.81,1.03,0.84,0.99,0,97655,0
"575","NJ",2001,112207,1880506,108,186,490874,585826,664,0,0.98,0.98,1.06,1.3,0.99,0.94,1.04,0,255426,1
"576","NJ",2002,104849,1902698,118,122,501971,620750,948,0,0.93,1.01,1.09,0.66,1.02,1.06,1.43,0,36749,0
"577","NJ",2003,106857,1889588,153,394,511597,636180,1199,0,1.02,0.99,1.3,3.23,1.02,1.02,1.26,0,85813,1
"578","NJ",2004,112707,1922599,167,376,539770,645017,1404,0,1.05,1.02,1.09,0.95,1.06,1.01,1.17,0,130787,1
"579","NJ",2005,125332,1977285,191,311,536172,625881,1617,0,1.11,1.03,1.14,0.83,0.99,0.97,1.15,0,62956,0
"580","NJ",2006,116093,1858689,221,351,537683,566905,1907,159,0.93,0.94,1.16,1.13,1,0.91,1.18,0,503365,1
"581","NJ",2007,111799,1995263,268,207,546811,640629,2214,202,0.96,1.07,1.21,0.59,1.02,1.13,1.16,1.27,82853,0
"582","NJ",2008,97671,1950974,319,254,531585,635200,2592,206,0.87,0.98,1.19,1.23,0.97,0.99,1.17,1.02,1124539,1
"583","NJ",2009,59563,1730521,398,313,514758,638792,3278,204,0.61,0.89,1.25,1.23,0.97,1.01,1.26,0.99,424200,0
"584","NJ",2010,71961,1772737,448,177,507666,671474,4771,123,1.21,1.02,1.13,0.57,0.99,1.05,1.46,0.6,31812,0
"585","NJ",2011,49592,1794174,435,237,497144,677923,7591,102,0.69,1.01,0.97,1.34,0.98,1.01,1.59,0.83,501477,1
"586","NJ",2012,25589,1647015,466,102,485334,670970,13682,110,0.52,0.92,1.07,0.43,0.98,0.99,1.8,1.08,146936,0
"587","NJ",2013,25910,1703774,466,174,486799,712265,16789,104,1.01,1.03,1,1.71,1,1.06,1.23,0.95,182813,1
"588","NJ",2014,30731,1804296,466,164,489414,805697,19662,217,1.19,1.06,1,0.94,1.01,1.13,1.17,2.09,591039,1
"589","NJ",2015,22925,1781715,466,89,490532,779316,20958,201,0.75,0.99,1,0.54,1,0.97,1.07,0.93,48262,0
"590","NM",1997,288506,767980,176,2643,112149,261881,542,0,1.03,1.07,1.09,1.21,1.06,1.12,0.94,0,166820,1
"591","NM",1998,290367,760775,184,2411,114304,241406,519,0,1.01,0.99,1.05,0.91,1.02,0.92,0.96,0,36373,0
"592","NM",1999,298105,768657,644,2482,115670,231312,487,0,1.03,1.01,3.5,1.03,1.01,0.96,0.94,0,255826,1
"593","NM",2000,305513,796216,688,2256,110783,259018,430,0,1.02,1.04,1.07,0.91,0.96,1.12,0.88,0,1173697,1
"594","NM",2001,297096,795336,738,2452,112907,259626,371,0,0.97,1,1.07,1.09,1.02,1,0.86,0,115509,0
"595","NM",2002,284132,757243,748,2692,116501,229691,327,0,0.96,0.95,1.01,1.1,1.03,0.88,0.88,0,26067,0
"596","NM",2003,305641,779479,563,1728,117945,225220,286,1850,1.08,1.03,0.75,0.64,1.01,0.98,0.87,0,407227,1
"597","NM",2004,309418,794602,618,1392,120916,229164,239,5143,1.01,1.02,1.1,0.81,1.03,1.02,0.84,2.78,360521,0
"598","NM",2005,317916,798068,690,1650,119625,225352,177,7946,1.03,1,1.12,1.19,0.99,0.98,0.74,1.55,63821,0
"599","NM",2006,316221,812327,697,1966,121159,227661,174,12453,0.99,1.02,1.01,1.19,1.01,1.01,0.98,1.57,251711,1
"600","NM",2007,296067,814526,732,2649,118232,239858,165,13771,0.94,1,1.05,1.35,0.98,1.05,0.95,1.11,37776,0
"601","NM",2008,284346,779600,348,3077,113514,252831,185,16188,0.96,0.96,0.48,1.16,0.96,1.05,1.12,1.18,168315,1
"602","NM",2009,306162,781685,317,2645,117743,247947,208,15096,1.08,1,0.91,0.86,1.04,0.98,1.12,0.93,50463,0
"603","NM",2010,267474,737525,324,2117,110323,246201,380,17875,0.87,0.94,1.02,0.8,0.94,0.99,1.83,1.18,242509,1
"604","NM",2011,284737,767991,442,1892,114136,251838,1701,20447,1.06,1.04,1.36,0.89,1.03,1.02,4.48,1.14,98020,0
"605","NM",2012,263439,745292,368,2120,114589,249815,3855,21181,0.93,0.97,0.83,1.12,1,0.99,2.27,1.04,1912115,1
"606","NM",2013,256377,741452,368,876,113349,252867,4721,20927,0.97,0.99,1,0.41,0.99,1.01,1.22,0.99,247270,0
"607","NM",2014,215348,711404,451,936,115262,256056,6232,21633,0.84,0.96,1.23,1.07,1.02,1.01,1.32,1.03,233562,0
"608","NM",2015,215703,713851,458,927,117832,260040,7256,19477,1,1,1.02,0.99,1.02,1.02,1.16,0.9,98415,0
"609","NV",1997,166666,516624,17112,26421,104052,135497,258,0,0.98,0.99,1.01,1.18,1.05,1.07,1.15,0,721755,1
"610","NV",1998,184243,559762,16523,32287,115094,154656,339,0,1.11,1.08,0.97,1.22,1.11,1.14,1.31,0,404575,0
"611","NV",1999,181616,566877,15550,28916,112515,159981,431,0,0.99,1.01,0.94,0.9,0.98,1.03,1.27,0,65382,0
"612","NV",2000,199339,627032,15106,24783,115035,194126,477,0,1.1,1.11,0.97,0.86,1.02,1.21,1.11,0,53882,0
"613","NV",2001,188572,617663,13566,25974,119280,181256,538,0,0.95,0.99,0.9,1.05,1.04,0.93,1.13,0,638032,1
"614","NV",2002,164775,580595,12646,23068,122885,181010,573,0,0.87,0.94,0.93,0.89,1.03,1,1.07,0,262068,0
"615","NV",2003,182553,613060,11926,17787,129362,191050,590,0,1.11,1.06,0.94,0.77,1.05,1.06,1.03,0,137069,0
"616","NV",2004,193634,675588,14183,16177,135485,221648,606,0,1.06,1.1,1.19,0.91,1.05,1.16,1.03,0,123986,0
"617","NV",2005,197799,709629,13910,17022,141058,236007,705,0,1.02,1.05,0.98,1.05,1.04,1.06,1.16,0,156319,1
"618","NV",2006,84225,633243,14606,20410,146580,257595,799,0,0.43,0.89,1.05,1.2,1.04,1.09,1.13,0,210879,1
"619","NV",2007,82871,631713,13682,19800,146477,262547,1473,0,0.98,1,0.94,0.97,1,1.02,1.84,0,50405,0
"620","NV",2008,88619,623335,14997,17251,139566,274915,2638,0,1.07,0.99,1.1,0.87,0.95,1.05,1.79,0,300929,1
"621","NV",2009,83812,605886,17323,24015,135036,284007,2826,0,0.95,0.97,1.16,1.39,0.97,1.03,1.07,0,385698,1
"622","NV",2010,80228,577313,21631,21047,132450,267808,3361,0,0.96,0.95,1.25,0.88,0.98,0.94,1.19,0,363146,0
"623","NV",2011,62701,529467,22419,21284,129685,255970,4234,0,0.78,0.92,1.04,1.01,0.98,0.96,1.26,0,258166,0
"624","NV",2012,52850,548401,23886,23223,129066,281432,6053,1226,0.84,1.04,1.07,1.09,1,1.1,1.43,0,93669,0
"625","NV",2013,64838,569582,27022,25588,132038,282245,8783,2390,1.23,1.04,1.13,1.1,1.02,1,1.45,1.95,250436,1
"626","NV",2014,79230,570148,27499,22719,132386,261902,11639,2854,1.22,1,1.02,0.89,1,0.93,1.33,1.19,36079,0
"627","NV",2015,36635,569712,30535,21099,138567,312572,18212,2886,0.46,1,1.11,0.93,1.05,1.19,1.56,1.01,86961,1
"628","NY",1997,325232,3146766,236,312702,682765,1358091,538,0,1.04,1.03,1.11,1.04,1,1.1,1.05,0,120202,1
"629","NY",1998,337438,3104158,296,298933,685611,1267065,553,0,1.04,0.99,1.25,0.96,1,0.93,1.03,0,62205,0
"630","NY",1999,317998,3150303,310,253117,696565,1308656,558,0,0.94,1.01,1.05,0.85,1.02,1.03,1.01,0,482143,1
"631","NY",2000,330844,3216316,310,254103,692579,1279693,552,106,1.04,1.02,1,1,0.99,0.98,0.99,0,82838,0
"632","NY",2001,306993,3139504,328,238527,697236,1205883,555,212,0.93,0.98,1.06,0.94,1.01,0.94,1.01,2,1148407,1
"633","NY",2002,280584,3069756,358,254812,712154,1227224,569,830,0.91,0.98,1.09,1.07,1.02,1.02,1.03,3.92,407846,0
"634","NY",2003,286179,3178478,481,245720,718067,1131362,584,417,1.02,1.04,1.34,0.96,1.01,0.92,1.03,0.5,32489,0
"635","NY",2004,276470,3227652,538,240280,714569,1126605,679,1166,0.97,1.02,1.12,0.98,1,1,1.16,2.8,479526,1
"636","NY",2005,256879,3172408,627,257799,713970,1107220,847,1030,0.93,0.98,1.17,1.07,1,0.98,1.25,0.88,143648,0
"637","NY",2006,256345,2934346,678,271232,726842,1120200,1022,6501,1,0.92,1.08,1.05,1.02,1.01,1.21,6.31,181022,1
"638","NY",2007,258450,3037525,739,249596,717269,1214362,1157,8238,1.01,1.04,1.09,0.92,0.99,1.08,1.13,1.27,573964,1
"639","NY",2008,228985,2917269,812,263330,697675,1205144,1344,12324,0.89,0.96,1.1,1.06,0.97,0.99,1.16,1.5,47709,0
"640","NY",2009,155965,2711932,950,269523,693332,1166620,1469,22119,0.68,0.93,1.17,1.02,0.99,0.97,1.09,1.79,160439,1
"641","NY",2010,167094,2733225,1070,248502,701207,1224485,1720,25328,1.07,1.01,1.13,0.92,1.01,1.05,1.17,1.15,36687,0
"642","NY",2011,125181,2620721,1283,272019,662481,1247757,2101,27478,0.75,0.96,1.2,1.09,0.94,1.02,1.22,1.08,246541,1
"643","NY",2012,72914,2593298,1185,234593,647566,1260950,3183,28468,0.58,0.99,0.92,0.86,0.98,1.01,1.51,1.04,1166516,1
"644","NY",2013,68707,2629168,1185,238270,645207,1315282,3872,33770,0.94,1.01,1,1.02,1,1.04,1.22,1.19,113194,0
"645","NY",2014,64655,2753955,1185,248086,667631,1392378,5283,37740,0.94,1.05,1,1.04,1.03,1.06,1.36,1.12,25527,0
"646","NY",2015,41241,2739962,1185,242429,658099,1397415,7723,37061,0.64,0.99,1,0.98,0.99,1,1.46,0.98,407302,1
"647","OH",1997,1407234,3558952,642,5182,617122,938245,54,0,0.97,0.99,1.08,1.26,1.03,0.97,1.46,0,348465,0
"648","OH",1998,1450165,3494657,712,4144,625447,843871,85,0,1.03,0.98,1.11,0.8,1.01,0.9,1.57,0,63866,0
"649","OH",1999,1382205,3525279,778,4326,630260,873157,99,0,0.95,1.01,1.09,1.04,1.01,1.03,1.16,0,244995,1
"650","OH",2000,1428454,3608966,778,5948,632443,928425,100,0,1.03,1.02,1,1.37,1,1.06,1.01,0,37129,0
"651","OH",2001,1362828,3459559,840,5278,633241,838022,100,0,0.95,0.96,1.08,0.89,1,0.9,1,0,171861,1
"652","OH",2002,1396899,3532620,915,4968,643377,862535,119,0,1.03,1.02,1.09,0.94,1.02,1.03,1.19,0,49671,0
"653","OH",2003,1443498,3627474,1207,5172,646640,878930,130,0,1.03,1.03,1.32,1.04,1.01,1.02,1.09,0,243101,1
"654","OH",2004,1391290,3558113,1328,7310,647614,862912,148,0,0.96,0.98,1.1,1.41,1,0.98,1.14,0,101309,0
"655","OH",2005,1481045,3623658,1531,5157,648181,861477,160,133,1.06,1.02,1.15,0.71,1,1,1.08,0,1936487,1
"656","OH",2006,1450797,3512572,1732,6268,645573,771312,169,143,0.98,0.97,1.13,1.22,1,0.9,1.06,1.08,248667,0
"657","OH",2007,1463773,3585585,2022,4057,639772,836185,175,146,1.01,1.02,1.17,0.65,0.99,1.08,1.04,1.02,232357,0
"658","OH",2008,1438432,3496915,2350,3808,623121,823936,201,149,0.98,0.98,1.16,0.94,0.97,0.99,1.15,1.02,101689,0
"659","OH",2009,1267267,3166937,2875,5151,614827,771303,249,138,0.88,0.91,1.22,1.35,0.99,0.94,1.24,0.93,727658,1
"660","OH",2010,1355137,3304201,3241,4186,614058,810958,435,123,1.07,1.04,1.13,0.81,1,1.05,1.75,0.89,408248,0
"661","OH",2011,1222606,3188232,3372,3728,596146,849076,556,1928,0.9,0.96,1.04,0.89,0.97,1.05,1.28,15.67,67403,0
"662","OH",2012,1019140,2984056,3435,3941,593723,869934,1148,9378,0.83,0.94,1.02,1.06,1,1.02,2.06,4.86,54389,0
"663","OH",2013,1104486,3162509,3435,5240,600700,946162,1347,10933,1.08,1.06,1,1.33,1.01,1.09,1.17,1.17,645983,1
"664","OH",2014,1057377,3227586,3435,4546,599994,1059480,1564,10969,0.96,1.02,1,0.87,1,1.12,1.16,1,279068,0
"665","OH",2015,865714,3029599,3435,4256,612756,1034495,1677,11211,0.82,0.94,1,0.94,1.02,0.98,1.07,1.02,139979,0
"666","OK",1997,392437,1424464,2,29834,222522,573479,79,0,1.05,1,2,1.34,0.97,0.98,0.95,0,126485,0
"667","OK",1998,370064,1420359,2,35779,226068,583964,79,0,0.94,1,1,1.2,1.02,1.02,1,0,163417,1
"668","OK",1999,360598,1404456,2,32472,227137,550768,73,0,0.97,0.99,1,0.91,1,0.94,0.92,0,220884,1
"669","OK",2000,381089,1440319,2,23227,220684,546706,63,0,1.06,1.03,1,0.72,0.97,0.99,0.86,0,50921,0
"670","OK",2001,376112,1463823,5,24228,224343,505220,53,0,0.99,1.02,2.5,1.04,1.02,0.92,0.84,0,310702,1
"671","OK",2002,391379,1464155,6,20222,220030,522530,44,0,1.04,1,1.2,0.83,0.98,1.03,0.83,0,399239,1
"672","OK",2003,393790,1496091,8,18209,225609,556306,35,552,1.01,1.02,1.33,0.9,1.03,1.06,0.8,0,382885,0
"673","OK",2004,372093,1455006,8,29814,235801,555273,27,5737,0.94,0.97,1,1.64,1.05,1,0.77,10.39,266346,0
"674","OK",2005,397379,1556469,10,26301,234689,600011,21,8477,1.07,1.07,1.25,0.88,1,1.08,0.78,1.48,94124,0
"675","OK",2006,384418,1614136,11,6185,226715,644381,20,16986,0.97,1.04,1.1,0.24,0.97,1.07,0.95,2,253059,1
"676","OK",2007,373217,1614841,14,30303,233960,677472,22,18277,0.97,1,1.27,4.9,1.03,1.05,1.1,1.08,37380,0
"677","OK",2008,391688,1644119,17,37556,228249,711379,24,23237,1.05,1.02,1.21,1.24,0.98,1.05,1.09,1.27,90713,1
"678","OK",2009,373271,1561134,21,34673,224435,681062,25,26334,0.95,0.95,1.24,0.92,0.98,0.96,1.04,1.13,120537,1
"679","OK",2010,346047,1571953,23,27403,232400,697351,26,37152,0.93,1.01,1.1,0.79,1.04,1.02,1.04,1.41,63721,0
"680","OK",2011,378320,1576787,23,14641,218048,676910,31,54461,1.09,1,1,0.53,0.94,0.97,1.19,1.47,484410,1
"681","OK",2012,327089,1567050,24,10901,228871,712411,36,77628,0.86,0.99,1.04,0.74,1.05,1.05,1.16,1.43,83203,0
"682","OK",2013,335925,1536950,24,20781,224931,682277,48,106501,1.03,0.98,1,1.91,0.98,0.96,1.33,1.37,1188749,1
"683","OK",2014,336080,1545525,24,13585,239013,667360,49,113519,1,1.01,1,0.65,1.06,0.98,1.02,1.07,412377,0
"684","OK",2015,280748,1526722,24,24825,234909,712376,71,130754,0.84,0.99,1,1.83,0.98,1.07,1.45,1.15,35200,0
"685","OR",1997,16363,568698,435,476985,175195,193773,601,0,0.81,1,1.01,1.03,0.95,1.03,1.05,0,492419,1
"686","OR",1998,36133,661220,499,406882,189618,239271,622,199,2.21,1.16,1.15,0.85,1.08,1.23,1.03,0,144003,0
"687","OR",1999,38604,679626,693,466705,190335,246999,647,867,1.07,1.03,1.39,1.15,1,1.03,1.04,4.36,190371,1
"688","OR",2000,38700,648953,763,388818,187647,230965,633,680,1,0.95,1.1,0.83,0.99,0.94,0.98,0.78,589684,1
"689","OR",2001,43365,631983,861,295984,188525,235636,655,915,1.12,0.97,1.13,0.76,1,1.02,1.03,1.35,48803,0
"690","OR",2002,37751,611330,886,350085,192275,206813,661,3827,0.87,0.97,1.03,1.18,1.02,0.88,1.01,4.18,162840,1
"691","OR",2003,44884,618274,901,336660,190051,215107,677,4492,1.19,1.01,1.02,0.96,0.99,1.04,1.02,1.17,37228,0
"692","OR",2004,36460,643204,930,331337,191492,238052,681,6200,0.81,1.04,1.03,0.98,1.01,1.11,1.01,1.38,250261,1
"693","OR",2005,35624,650003,997,309453,194862,239539,744,7342,0.98,1.01,1.07,0.93,1.02,1.01,1.09,1.18,1197006,1
"694","OR",2006,26895,638117,994,375437,197028,229731,877,9237,0.75,0.98,1,1.21,1.01,0.96,1.18,1.26,115177,0
"695","OR",2007,45461,680909,1012,331978,194913,260240,1058,12325,1.69,1.07,1.02,0.88,0.99,1.13,1.21,1.33,26398,0
"696","OR",2008,41408,672998,1005,333115,186635,274659,1245,25376,0.91,0.99,0.99,1,0.96,1.06,1.18,2.06,416903,1
"697","OR",2009,33150,638287,1061,322407,188235,254837,1383,33864,0.8,0.95,1.06,0.97,1.01,0.93,1.11,1.33,355228,0
"698","OR",2010,42556,628361,1114,297970,185464,242914,1554,38244,1.28,0.98,1.05,0.92,0.99,0.95,1.12,1.13,65581,0
"699","OR",2011,35135,572420,1286,411131,178938,203607,1673,46398,0.83,0.91,1.15,1.38,0.96,0.84,1.08,1.21,251086,1
"700","OR",2012,28259,575003,1476,375027,174716,220578,1918,60365,0.8,1,1.15,0.91,0.98,1.08,1.15,1.3,36469,0
"701","OR",2013,38900,608166,2803,315785,177372,244265,2144,71135,1.38,1.06,1.9,0.84,1.02,1.11,1.12,1.18,173760,1
"702","OR",2014,34238,589307,2977,335341,179490,226472,2310,71852,0.88,0.97,1.06,1.06,1.01,0.93,1.08,1.01,51004,0
"703","OR",2015,26515,597238,2898,291255,186579,244783,2424,61799,0.77,1.01,0.97,0.87,1.04,1.08,1.05,0.86,247414,1
"704","PA",1997,1569642,3614027,415,22970,598575,730778,509,0,1.02,1,1.09,0.74,1.01,0.95,0.99,0,103312,0
"705","PA",1998,1466042,3482971,477,24283,609463,667233,490,0,0.93,0.96,1.15,1.06,1.02,0.91,0.96,0,1962926,1
"706","PA",1999,1414957,3473079,511,19906,612111,713570,467,0,0.97,1,1.07,0.82,1,1.07,0.95,0,252256,0
"707","PA",2000,1508091,3644660,511,23363,615427,727484,437,100,1.07,1.05,1,1.17,1.01,1.02,0.94,0,228454,0
"708","PA",2001,1392203,3494346,544,17049,628066,669073,408,115,0.92,0.96,1.06,0.73,1.02,0.92,0.93,1.15,103539,0
"709","PA",2002,1457349,3563086,593,22488,640176,700579,397,588,1.05,1.02,1.09,1.32,1.02,1.05,0.97,5.11,723317,1
"710","PA",2003,1461986,3627653,788,33881,637757,717593,366,1129,1,1.02,1.33,1.51,1,1.02,0.92,1.92,413457,0
"711","PA",2004,1474310,3673927,872,31604,647358,723325,403,3068,1.01,1.01,1.11,0.93,1.02,1.01,1.1,2.72,67971,0
"712","PA",2005,1490836,3710001,1009,22320,643553,719255,429,2842,1.01,1.01,1.16,0.71,0.99,0.99,1.06,0.93,54288,0
"713","PA",2006,1499292,3615893,1128,28211,636947,684824,490,3582,1.01,0.97,1.12,1.26,0.99,0.95,1.14,1.26,658411,1
"714","PA",2007,1491907,3677244,1293,22100,639065,780240,547,4646,1,1.02,1.15,0.78,1,1.14,1.12,1.3,280588,0
"715","PA",2008,1421091,3583247,1481,25116,618464,778379,605,7188,0.95,0.97,1.15,1.14,0.97,1,1.11,1.55,142603,0
"716","PA",2009,1223937,3314430,1790,26185,622892,839666,736,10490,0.86,0.92,1.21,1.04,1.01,1.08,1.22,1.46,130493,0
"717","PA",2010,1310670,3469555,2018,22753,622831,909263,1413,18088,1.07,1.05,1.13,0.87,1,1.08,1.92,1.72,165712,1
"718","PA",2011,1212984,3412114,2180,31258,606771,1000509,2482,17435,0.93,0.98,1.08,1.37,0.97,1.1,1.76,0.96,209151,1
"719","PA",2012,1093178,3324211,2162,21334,600522,1079497,3050,20256,0.9,0.97,0.99,0.68,0.99,1.08,1.23,1.16,50180,0
"720","PA",2013,1126118,3471302,2162,24088,604450,1175538,3524,31982,1.03,1.04,1,1.13,1.01,1.09,1.16,1.58,316774,1
"721","PA",2014,1039161,3535314,2162,25117,594397,1304101,3700,33901,0.92,1.02,1,1.04,0.98,1.11,1.05,1.06,408409,1
"722","PA",2015,878829,3397577,2162,24264,589884,1344743,3755,31244,0.85,0.96,1,0.97,0.99,1.03,1.01,0.92,392653,0
"723","RI",1997,71,222937,0,77,47954,120532,40,0,0.88,1,0,0.72,1.02,0.95,0.95,0,272105,0
"724","RI",1998,59,230553,0,88,48974,134035,38,0,0.83,1.03,0,1.14,1.02,1.11,0.95,0,92821,0
"725","RI",1999,41,218281,5,62,50007,120720,36,0,0.69,0.95,0,0.7,1.02,0.9,0.95,0,250034,1
"726","RI",2000,52,189142,5,50,49368,91787,33,0,1.27,0.87,1,0.81,0.99,0.76,0.92,0,38458,0
"727","RI",2001,50,198529,5,32,50142,98571,30,0,0.96,1.05,1,0.64,1.02,1.07,0.91,0,94619,1
"728","RI",2002,76,188115,5,37,49255,89824,27,0,1.52,0.95,1,1.16,0.98,0.91,0.9,0,121118,1
"729","RI",2003,101,183493,7,61,49295,80339,25,0,1.33,0.98,1.4,1.65,1,0.89,0.93,0,63952,0
"730","RI",2004,76,172889,7,55,47372,74352,22,0,0.75,0.94,1,0.9,0.96,0.93,0.88,0,480101,1
