"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","US","NGICP"," 5771311"," 5961117"," 6232812"," 6545169"," 6893333"," 7111641"," 7546102"," 7793982"," 8367096"," 8956149"," 9249415"," 9594174"," 9624417"," 10184589"," 9769167"," 8364545"," 8598204"," 8474432"," 8404552"," 8397947"," 8198101"," 8055138"," 6940565"," 6620957"," 7230722"," 6867337"," 6501580"," 7102691"," 7479263"," 7886148"," 8254803"," 8360230"," 8697719"," 8871678"," 8913268"," 9384060"," 9685008"," 9714058"," 9493087"," 9158349"," 9293187"," 8462771"," 8640266"," 8272679"," 8354312"," 7712685"," 7668522"," 7881102"," 7889884"," 7442607"," 8111821"," 8316710"," 8622488"," 8908540"," 9158184"," 9121129"
"2015F","US","NGLPB"," 1280068"," 1333869"," 1417445"," 1464880"," 1423756"," 1202166"," 1077061"," 1188597"," 1279353"," 1389141"," 1441536"," 1455937"," 1497048"," 1538531"," 1520196"," 1434392"," 1678810"," 1706340"," 1693996"," 1533537"," 1057896"," 958986"," 1143562"," 1010022"," 1113033"," 1000774"," 954343"," 1194348"," 1133729"," 1102581"," 1268584"," 1163725"," 1208493"," 1198528"," 1153034"," 1252522"," 1280104"," 1251456"," 1212072"," 1102692"," 1181181"," 1138542"," 1134869"," 1147349"," 1122870"," 1138435"," 1170569"," 1256929"," 1250327"," 1304369"," 1315629"," 1355211"," 1432688"," 1521582"," 1561628"," 1644475"
"2015F","US","NGLPP"," 1236781"," 1288762"," 1369512"," 1411088"," 1370835"," 1156224"," 1033400"," 1140966"," 1237131"," 1345648"," 1398758"," 1413650"," 1455563"," 1495915"," 1477386"," 1396277"," 1634355"," 1659145"," 1647911"," 1498530"," 1026437"," 927593"," 1109398"," 978249"," 1076881"," 966047"," 922524"," 1149383"," 1095883"," 1069902"," 1236392"," 1129268"," 1170821"," 1171940"," 1123720"," 1220180"," 1249662"," 1203179"," 1172680"," 1078989"," 1150948"," 1118552"," 1113082"," 1122283"," 1097904"," 1111517"," 1141977"," 1226386"," 1219703"," 1275238"," 1285627"," 1322588"," 1396273"," 1483085"," 1512143"," 1586541"
"2015F","US","NGPZB"," 359223"," 390823"," 395883"," 437996"," 451204"," 517864"," 553293"," 593396"," 608008"," 648592"," 740413"," 761467"," 785598"," 745253"," 683746"," 594622"," 559039"," 543994"," 541177"," 612733"," 649919"," 659629"," 613917"," 505197"," 544748"," 520729"," 501058"," 537996"," 633494"," 649648"," 682465"," 621432"," 608392"," 643046"," 706391"," 723075"," 734200"," 781315"," 656869"," 663054"," 660642"," 640588"," 683352"," 608531"," 581524"," 601475"," 602453"," 639803"," 667066"," 688898"," 691602"," 705387"," 751060"," 857263"," 725852"," 694360"
"2015F","US","NGPZP"," 347075"," 377607"," 382496"," 423783"," 435570"," 500524"," 535353"," 575752"," 590965"," 630962"," 722166"," 742592"," 766156"," 728177"," 668792"," 582963"," 548323"," 532669"," 530451"," 600964"," 634622"," 642326"," 596410"," 490041"," 528753"," 503764"," 485041"," 519172"," 613914"," 629308"," 659814"," 601305"," 587713"," 624303"," 685362"," 700335"," 711446"," 751470"," 635477"," 645319"," 642210"," 624964"," 666920"," 591492"," 566187"," 584026"," 584213"," 621364"," 647952"," 670176"," 674123"," 687786"," 730786"," 833062"," 700150"," 666217"
"2015F","US","NGRCB"," 3211778"," 3362278"," 3600313"," 3695298"," 3899561"," 4019289"," 4260480"," 4439768"," 4578382"," 4864353"," 4952555"," 5092382"," 5256905"," 5000504"," 4898047"," 5024138"," 5148694"," 4914366"," 4986933"," 5052424"," 4855372"," 4652074"," 4750724"," 4514524"," 4684963"," 4566059"," 4432331"," 4435733"," 4757443"," 4926458"," 4519056"," 4683709"," 4819689"," 5097770"," 4981010"," 4983520"," 5390535"," 5124955"," 4671034"," 4856823"," 5104047"," 4901935"," 5006146"," 5223765"," 4992951"," 4957655"," 4482650"," 4848708"," 5017569"," 4899378"," 4887375"," 4817368"," 4252794"," 5037081"," 5257900"," 4791046"
"2015F","US","NGRCP"," 3103167"," 3248578"," 3478563"," 3589021"," 3787292"," 3902802"," 4138259"," 4313304"," 4450354"," 4728281"," 4837432"," 4971690"," 5125982"," 4879387"," 4786128"," 4924124"," 5051360"," 4821485"," 4903006"," 4965365"," 4752082"," 4546449"," 4633033"," 4380603"," 4555470"," 4433375"," 4313971"," 4314830"," 4630332"," 4780638"," 4391324"," 4555659"," 4690065"," 4956445"," 4847702"," 4850318"," 5241414"," 4983772"," 4520276"," 4725672"," 4996179"," 4771340"," 4888818"," 5079351"," 4868797"," 4826775"," 4368466"," 4722358"," 4892274"," 4778904"," 4782410"," 4713775"," 4149521"," 4897370"," 5087467"," 4609672"
"2015F","US","NGTCB"," 12385366"," 12926392"," 13730841"," 14419107"," 15297642"," 15779457"," 17005781"," 17964988"," 19204569"," 20657964"," 21692710"," 22365248"," 22682497"," 22595346"," 21729561"," 19977076"," 20381227"," 19972477"," 20067662"," 20687615"," 20383954"," 19928435"," 18515242"," 17347750"," 18502834"," 17843043"," 16718431"," 17749685"," 18562882"," 19715929"," 19752485"," 20147768"," 20843610"," 21376406"," 21870095"," 22832593"," 23262444"," 23477148"," 23015631"," 23025697"," 23907237"," 22835551"," 23582195"," 22891393"," 22988315"," 22631800"," 22292657"," 23735125"," 23898175"," 23487297"," 24633507"," 25014983"," 26138351"," 26844986"," 27438655"," 28246361"
"2015F","US","NGTCP"," 11966537"," 12489268"," 13266513"," 13970229"," 14813808"," 15279716"," 16452403"," 17388360"," 18632060"," 20056240"," 21139383"," 21793451"," 22101451"," 22049362"," 21223132"," 19537594"," 19946495"," 19520579"," 19627478"," 20240760"," 19877293"," 19403856"," 18001046"," 16834914"," 17950533"," 17280941"," 16221295"," 17210809"," 18029590"," 19118999"," 19173551"," 19562066"," 20228231"," 20789838"," 21247098"," 22206901"," 22609080"," 22737342"," 22245956"," 22405151"," 23333121"," 22238624"," 23027021"," 22276502"," 22402545"," 22014435"," 21699071"," 23103793"," 23277001"," 22910072"," 24086798"," 24477430"," 25538484"," 26155070"," 26593371"," 27248564"
"2015F","US","NGTXB"," 10600237"," 11037397"," 11696058"," 12199367"," 12888537"," 13370974"," 14292760"," 15112290"," 15941314"," 17049194"," 17645102"," 18273412"," 18597610"," 18857673"," 18218101"," 16745481"," 17228147"," 16690621"," 16774441"," 17083190"," 16580381"," 16169680"," 15180176"," 14355657"," 15287818"," 14686135"," 14029887"," 14815978"," 15854980"," 16524979"," 16419468"," 16748668"," 17308847"," 17816991"," 17870420"," 18506020"," 19380605"," 19330583"," 18318105"," 18102146"," 18589549"," 17339705"," 17792903"," 17632225"," 17379678"," 16595994"," 15898831"," 16706794"," 17048807"," 16443373"," 17083214"," 17281359"," 16825543"," 18447301"," 19054137"," 18301029"
"2015F","US","NGTXP"," 10241775"," 10664151"," 11300539"," 11825756"," 12490912"," 12958615"," 13842454"," 14642008"," 15484151"," 16568598"," 17207523"," 17817433"," 18124537"," 18389190"," 17779704"," 16379925"," 16865627"," 16329379"," 16439115"," 16750237"," 16195698"," 15763702"," 14775528"," 13924147"," 14839191"," 14236858"," 13618925"," 14366758"," 15393977"," 16013815"," 15928932"," 16246141"," 16780360"," 17316855"," 17344552"," 17970375"," 18802178"," 18672539"," 17657673"," 17585620"," 18126797"," 16896323"," 17355124"," 17141286"," 16938782"," 16145290"," 15476971"," 16262384"," 16608622"," 16037539"," 16699613"," 16903567"," 16427690"," 17964315"," 18447389"," 17635194"
"2015F","US","NGVHB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 278"," 378"," 2188"," 2964"," 3312"," 4723"," 6267"," 8563"," 9683"," 11948"," 12974"," 14920"," 15342"," 18805"," 21066"," 23501"," 24326"," 25353"," 26677"," 27967"," 29330"," 30620"," 30700"," 30878"," 36382"," 40853"
"2015F","US","NGVHP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 270"," 367"," 2112"," 2860"," 3207"," 4585"," 6067"," 8328"," 9341"," 11622"," 12752"," 14536"," 14950"," 18271"," 20514"," 22884"," 23739"," 24655"," 25982"," 27259"," 28664"," 29975"," 29972"," 30045"," 35281"," 39377"
"2015F","US","NNACB"," 359223"," 390823"," 395883"," 437996"," 451204"," 517864"," 553293"," 593396"," 608008"," 648592"," 740413"," 761467"," 785598"," 745253"," 683746"," 594622"," 559039"," 543994"," 541177"," 612733"," 649919"," 659629"," 613917"," 505197"," 544748"," 520729"," 501058"," 537996"," 633494"," 649648"," 682744"," 621810"," 610580"," 646010"," 709703"," 727798"," 740468"," 789878"," 666552"," 675002"," 673616"," 655507"," 698694"," 627336"," 602590"," 624976"," 626779"," 665156"," 693744"," 716864"," 720931"," 736007"," 781761"," 888140"," 762235"," 735213"
"2015F","US","NNCCB"," 1055930"," 1114539"," 1248901"," 1301641"," 1412030"," 1483348"," 1668682"," 2014729"," 2134287"," 2315795"," 2454632"," 2568948"," 2674113"," 2659984"," 2614155"," 2556170"," 2716794"," 2546850"," 2642124"," 2834037"," 2631509"," 2538531"," 2635943"," 2474761"," 2566364"," 2471535"," 2353213"," 2473670"," 2717730"," 2772065"," 2667700"," 2779741"," 2855349"," 2916361"," 2952115"," 3090575"," 3224752"," 3282890"," 3076043"," 3110578"," 3240786"," 3089252"," 3207119"," 3255430"," 3196928"," 3068796"," 2893740"," 3082390"," 3221807"," 3183964"," 3159480"," 3213661"," 2956583"," 3378992"," 3570462"," 3311432"
"2015F","US","NNEIB"," 1785129"," 1888996"," 2034783"," 2219740"," 2409105"," 2408483"," 2713021"," 2852698"," 3263255"," 3608770"," 4047608"," 4091837"," 4084865"," 3737666"," 3511446"," 3231601"," 3153102"," 3281850"," 3293224"," 3604419"," 3797839"," 3753100"," 3330625"," 2987138"," 3211020"," 3152576"," 2686097"," 2929477"," 2704087"," 3186806"," 3325798"," 3391063"," 3528125"," 3552018"," 3992839"," 4319740"," 3875668"," 4140304"," 4689695"," 4916520"," 5311036"," 5488315"," 5784994"," 5256193"," 5605245"," 6030102"," 6388198"," 7022069"," 6845108"," 7039667"," 7546076"," 7729879"," 9307295"," 8393963"," 8380347"," 9939380"
"2015F","US","NNICB"," 5973306"," 6169756"," 6450961"," 6764432"," 7125741"," 7350474"," 7810305"," 8064397"," 8620636"," 9220455"," 9497502"," 9850615"," 9880994"," 10451933"," 10022153"," 8570552"," 8803620"," 8685412"," 8604207"," 8583996"," 8361800"," 8224237"," 7103294"," 6790308"," 7432190"," 7056623"," 6679053"," 7309225"," 7687122"," 8114844"," 8477630"," 8597640"," 8952013"," 9086785"," 9161424"," 9638661"," 9960225"," 10071290"," 9841970"," 9401117"," 9518433"," 8642631"," 8839917"," 8484205"," 8550019"," 7906508"," 7854611"," 8071184"," 8076327"," 7600643"," 8272357"," 8473584"," 8792524"," 9106141"," 9423567"," 9423335"
"2015F","US","NNRCB"," 3211778"," 3362278"," 3600313"," 3695298"," 3899561"," 4019289"," 4260480"," 4439768"," 4578382"," 4864353"," 4952555"," 5092382"," 5256905"," 5000504"," 4898047"," 5024138"," 5148694"," 4914366"," 4986933"," 5052424"," 4785852"," 4574117"," 4683260"," 4454606"," 4635230"," 4512058"," 4383810"," 4396432"," 4717834"," 4883950"," 4473938"," 4642807"," 4777730"," 5054168"," 4941200"," 4943856"," 5350229"," 5087964"," 4637273"," 4822044"," 5071425"," 4871930"," 4982847"," 5199413"," 4972477"," 4936755"," 4461984"," 4830032"," 4999275"," 4879855"," 4869178"," 4800642"," 4237541"," 5021535"," 5240224"," 4775631"
"2015F","US","NNTCB"," 12385366"," 12926392"," 13730841"," 14419107"," 15297642"," 15779457"," 17005781"," 17964988"," 19204569"," 20657964"," 21692710"," 22365248"," 22682497"," 22595346"," 21729561"," 19977076"," 20381227"," 19972477"," 20067662"," 20687615"," 20226934"," 19749623"," 18367053"," 17212020"," 18389567"," 17713531"," 16603236"," 17646792"," 18460278"," 19607316"," 19627801"," 20033047"," 20723809"," 21255357"," 21757307"," 22720621"," 23151345"," 23372324"," 22911552"," 22925260"," 23815293"," 22747645"," 23513541"," 22822564"," 22927283"," 22567132"," 22225318"," 23670821"," 23836273"," 23421003"," 24568039"," 24953771"," 26075691"," 26788768"," 27376838"," 28184992"
"2015F","US","NUEGB"," 6026"," 19678"," 26394"," 38147"," 39819"," 43164"," 64158"," 88456"," 141534"," 153722"," 239347"," 412939"," 583752"," 910177"," 1272083"," 1899798"," 2111121"," 2701762"," 3024126"," 2775827"," 2739169"," 3007589"," 3131148"," 3202549"," 3552531"," 4075563"," 4380109"," 4753933"," 5586968"," 5602161"," 6104350"," 6422132"," 6479206"," 6410499"," 6693877"," 7075436"," 7086674"," 6596992"," 7067809"," 7610256"," 7862349"," 8028853"," 8145429"," 7959622"," 8222774"," 8160810"," 8214626"," 8458589"," 8426491"," 8355220"," 8434433"," 8268698"," 8061822"," 8244433"," 8337559"," 8336886"
"2015F","US","NUEGP"," 518"," 1692"," 2270"," 3212"," 3343"," 3657"," 5520"," 7655"," 12528"," 13928"," 21804"," 38105"," 54091"," 83479"," 113976"," 172505"," 191104"," 250883"," 276403"," 255155"," 251116"," 272674"," 282773"," 293677"," 327634"," 383691"," 414038"," 455270"," 526973"," 529355"," 576862"," 612565"," 618776"," 610291"," 640440"," 673402"," 674729"," 628644"," 673702"," 728254"," 753893"," 768826"," 780064"," 763733"," 788528"," 781986"," 787219"," 806425"," 806208"," 798855"," 806968"," 790204"," 769331"," 789016"," 797166"," 797178"
"2015F","US","NUETB"," 6026"," 19678"," 26394"," 38147"," 39819"," 43164"," 64158"," 88456"," 141534"," 153722"," 239347"," 412939"," 583752"," 910177"," 1272083"," 1899798"," 2111121"," 2701762"," 3024126"," 2775827"," 2739169"," 3007589"," 3131148"," 3202549"," 3552531"," 4075563"," 4380109"," 4753933"," 5586968"," 5602161"," 6104350"," 6422132"," 6479206"," 6410499"," 6693877"," 7075436"," 7086674"," 6596992"," 7067809"," 7610256"," 7862349"," 8028853"," 8145429"," 7959622"," 8222774"," 8160810"," 8214626"," 8458589"," 8426491"," 8355220"," 8434433"," 8268698"," 8061822"," 8244433"," 8337559"," 8336886"
"2015F","US","NUETP"," 518"," 1692"," 2270"," 3212"," 3343"," 3657"," 5520"," 7655"," 12528"," 13928"," 21804"," 38105"," 54091"," 83479"," 113976"," 172505"," 191104"," 250883"," 276403"," 255155"," 251116"," 272674"," 282773"," 293677"," 327634"," 383691"," 414038"," 455270"," 526973"," 529355"," 576862"," 612565"," 618776"," 610291"," 640440"," 673402"," 674729"," 628644"," 673702"," 728254"," 753893"," 768826"," 780064"," 763733"," 788528"," 781986"," 787219"," 806425"," 806208"," 798855"," 806968"," 790204"," 769331"," 789016"," 797166"," 797178"
"2015F","US","P1ICB"," 2277566"," 2347456"," 2474775"," 2686521"," 2915759"," 3026159"," 3219416"," 3276710"," 3472540"," 3603955"," 3686054"," 3715608"," 3974177"," 4287061"," 4156640"," 3932125"," 4234820"," 4691374"," 4988522"," 5285633"," 5119395"," 4105453"," 3699752"," 3834237"," 4069513"," 3965613"," 4175723"," 4426462"," 4699694"," 4622753"," 4922358"," 4632548"," 5031090"," 4882196"," 5082036"," 4929511"," 5244726"," 5450251"," 5426506"," 5594354"," 5256663"," 5367981"," 5307935"," 5491336"," 5858674"," 5735260"," 5801144"," 5594762"," 4976449"," 4427993"," 4529057"," 4344224"," 4234273"," 4263859"," 4111382"," 4248793"
"2015F","US","P1ICP"," 370227"," 381334"," 401849"," 439695"," 481649"," 499383"," 533348"," 544142"," 576568"," 598494"," 611158"," 615445"," 658822"," 709406"," 690060"," 653473"," 707431"," 784095"," 833440"," 891410"," 871194"," 693118"," 620915"," 637890"," 685748"," 662147"," 695646"," 742125"," 788319"," 778392"," 829111"," 781006"," 853096"," 825578"," 860230"," 833330"," 890190"," 924406"," 918641"," 948028"," 891967"," 905069"," 895576"," 927355"," 989424"," 966125"," 974575"," 941314"," 837135"," 743748"," 761720"," 725477"," 707999"," 716775"," 688810"," 714721"
"2015F","US","P1TCB"," 3129471"," 3204314"," 3298708"," 3497534"," 3672894"," 3784081"," 3944823"," 3919077"," 4154630"," 4248913"," 4311869"," 4321896"," 4562544"," 4840925"," 4652192"," 4369800"," 4704548"," 5155896"," 5464015"," 5768366"," 5508267"," 4485438"," 4026966"," 4243866"," 4484956"," 4370673"," 4568250"," 4822860"," 5097402"," 5001800"," 5249448"," 4945480"," 5353879"," 5252506"," 5445255"," 5314084"," 5634536"," 5881315"," 5905363"," 6066341"," 5695346"," 5797157"," 5755356"," 5935631"," 6358341"," 6258724"," 6266852"," 5994583"," 5318438"," 4745623"," 4868148"," 4665452"," 4476983"," 4548756"," 4403564"," 4541781"
"2015F","US","P1TCP"," 525204"," 537069"," 551206"," 586562"," 618535"," 636165"," 663732"," 659488"," 698516"," 713392"," 721831"," 722457"," 762441"," 806868"," 777245"," 730408"," 789745"," 865546"," 916611"," 975775"," 939146"," 759421"," 677872"," 709282"," 757966"," 732811"," 764301"," 810934"," 857483"," 844151"," 885440"," 834991"," 908606"," 889028"," 922432"," 899251"," 957054"," 998263"," 1000515"," 1028863"," 967040"," 978561"," 971536"," 1002833"," 1076162"," 1057128"," 1055437"," 1010521"," 896220"," 798685"," 820284"," 780971"," 749806"," 765824"," 739071"," 764983"
"2015F","US","P1TXB"," 3129471"," 3204314"," 3298708"," 3497534"," 3672894"," 3784081"," 3944823"," 3919077"," 4154630"," 4248913"," 4292699"," 4303669"," 4543650"," 4825662"," 4633366"," 4367686"," 4702497"," 5152958"," 5452019"," 5760297"," 5502870"," 4481255"," 4022468"," 4235991"," 4477381"," 4363704"," 4558831"," 4812391"," 5085082"," 4986216"," 5219081"," 4916151"," 5308873"," 5173858"," 5375538"," 5233528"," 5554965"," 5779757"," 5781808"," 5953851"," 5596705"," 5693931"," 5580180"," 5760965"," 6147531"," 6027592"," 6063808"," 5832026"," 5172047"," 4613781"," 4731554"," 4527131"," 4391929"," 4426238"," 4285408"," 4430065"
"2015F","US","P1TXP"," 525204"," 537069"," 551206"," 586562"," 618535"," 636165"," 663732"," 659488"," 698516"," 713392"," 718649"," 719431"," 759305"," 804334"," 774120"," 730057"," 789405"," 865058"," 914620"," 974436"," 938250"," 758727"," 677125"," 707975"," 756708"," 731654"," 762738"," 809196"," 855438"," 841564"," 880399"," 830122"," 901135"," 875972"," 910859"," 885879"," 943845"," 981404"," 980005"," 1010189"," 950665"," 961425"," 942456"," 973838"," 1039301"," 1016713"," 1019934"," 982097"," 870623"," 775632"," 796400"," 756785"," 734934"," 744401"," 718411"," 745449"
"2015F","US","PAACB"," 10125415"," 10323976"," 10772133"," 11166687"," 11496322"," 11866187"," 12499751"," 13112793"," 14211922"," 14813305"," 15310490"," 15924021"," 16891617"," 17831864"," 17400538"," 17615332"," 18507664"," 19243224"," 20043823"," 19825471"," 19009245"," 18812667"," 18421961"," 18595148"," 19022707"," 19472344"," 20183384"," 20817442"," 21567769"," 21707203"," 21625899"," 21374408"," 21674907"," 22016463"," 22604314"," 23074978"," 23649785"," 23919390"," 24542043"," 25220146"," 25827157"," 25563880"," 26088796"," 26203120"," 27166412"," 27572552"," 27991432"," 28077325"," 26694940"," 25857308"," 26236208"," 25817346"," 25297423"," 25687324"," 26069513"," 26447895"
"2015F","US","PAACP"," 1879579"," 1916901"," 2000368"," 2074176"," 2133787"," 2202963"," 2320191"," 2432168"," 2634570"," 2746405"," 2839051"," 2954638"," 3135133"," 3304816"," 3225855"," 3266952"," 3430145"," 3562945"," 3708349"," 3651966"," 3493965"," 3462737"," 3397057"," 3433316"," 3510723"," 3590900"," 3719896"," 3834239"," 3969585"," 3991963"," 3973963"," 3928571"," 3982337"," 4060215"," 4167344"," 4258914"," 4363088"," 4416041"," 4533278"," 4659078"," 4762490"," 4722246"," 4821018"," 4849225"," 5021459"," 5094460"," 5175025"," 5214664"," 4985233"," 4853229"," 4930463"," 4855668"," 4768596"," 4844891"," 4919178"," 4986625"
"2015F","US","PACCB"," 1248044"," 1268485"," 1302433"," 1286442"," 1274794"," 1412903"," 1460913"," 1512284"," 1543549"," 1559422"," 1591752"," 1550803"," 1572900"," 1607206"," 1460597"," 1346029"," 1499775"," 1551802"," 1489854"," 1366671"," 1318213"," 1121876"," 1037157"," 1169968"," 1227016"," 1082627"," 1162458"," 1130918"," 1099394"," 1040769"," 990967"," 934681"," 893434"," 818672"," 824540"," 769039"," 789781"," 742442"," 701447"," 706943"," 806822"," 789429"," 725553"," 842316"," 809558"," 761604"," 662046"," 647965"," 662546"," 661672"," 649969"," 633036"," 564128"," 562836"," 571998"," 888809"
"2015F","US","PACCP"," 215900"," 219531"," 226017"," 224110"," 222701"," 245280"," 253376"," 262540"," 269098"," 273553"," 278864"," 272426"," 277464"," 282506"," 257018"," 238295"," 264421"," 273131"," 262992"," 239047"," 229211"," 197074"," 182016"," 209246"," 216886"," 193402"," 206416"," 202172"," 196429"," 187572"," 178461"," 169068"," 162050"," 148729"," 149587"," 140453"," 145448"," 137796"," 130815"," 133692"," 151864"," 148333"," 137150"," 158566"," 152074"," 142120"," 125018"," 122951"," 128495"," 126855"," 125165"," 122246"," 110271"," 111628"," 113590"," 175553"
"2015F","US","PAEIB"," 552715"," 557278"," 559585"," 584707"," 633882"," 722002"," 883230"," 1010541"," 1181450"," 1571294"," 2117337"," 2494999"," 3097087"," 3514815"," 3365031"," 3165675"," 3477133"," 3900624"," 3986863"," 3283366"," 2633561"," 2201663"," 1567654"," 1543683"," 1286116"," 1090459"," 1451843"," 1256859"," 1563425"," 1703091"," 1289433"," 1198261"," 990707"," 1123790"," 1058680"," 754504"," 817262"," 926706"," 1306095"," 1211206"," 1144140"," 1276376"," 961185"," 1204819"," 1200997"," 1222065"," 636958"," 647831"," 459335"," 382371"," 370311"," 295019"," 214178"," 255115"," 295398"," 275904"
"2015F","US","PAEIP"," 88195"," 88912"," 89294"," 93314"," 101141"," 115203"," 140949"," 161278"," 188642"," 251027"," 338686"," 399496"," 496895"," 562781"," 539399"," 506479"," 556261"," 624193"," 637830"," 524636"," 421110"," 351806"," 250517"," 246804"," 205736"," 174571"," 232046"," 201116"," 250141"," 272921"," 206523"," 191852"," 158820"," 180386"," 170407"," 121948"," 131940"," 149516"," 210338"," 195224"," 184904"," 205914"," 155730"," 194906"," 195784"," 199499"," 105495"," 106837"," 76386"," 63871"," 62178"," 50010"," 36156"," 43304"," 50027"," 46656"
"2015F","US","PAICB"," 5766019"," 5772461"," 6016159"," 6248048"," 6569075"," 6812681"," 7133851"," 7119364"," 7386383"," 7690585"," 7777171"," 7846422"," 8517946"," 9083224"," 8673656"," 8126514"," 8989930"," 9747048"," 9834786"," 10547987"," 9509476"," 8264941"," 7771918"," 7390011"," 7986684"," 7714121"," 7860014"," 8041935"," 8317481"," 8097973"," 8251150"," 7957833"," 8551841"," 8386971"," 8771780"," 8586728"," 9019536"," 9255101"," 9082189"," 9356080"," 9074749"," 9179478"," 9169869"," 9233429"," 9832870"," 9642560"," 9777235"," 9452184"," 8587826"," 7819309"," 8183760"," 8147970"," 8162851"," 8338037"," 8156395"," 8276735"
"2015F","US","PAICP"," 991010"," 992838"," 1036570"," 1081125"," 1142842"," 1185235"," 1242330"," 1252905"," 1308774"," 1373685"," 1389859"," 1403395"," 1533870"," 1634662"," 1569837"," 1473948"," 1627610"," 1759847"," 1776630"," 1950240"," 1772263"," 1559621"," 1481108"," 1406667"," 1533787"," 1483849"," 1491629"," 1536670"," 1590992"," 1551569"," 1570865"," 1540004"," 1654872"," 1620009"," 1703547"," 1676811"," 1763762"," 1807997"," 1768206"," 1837738"," 1794673"," 1785541"," 1800772"," 1795187"," 1911340"," 1861593"," 1895278"," 1845410"," 1668580"," 1559401"," 1642428"," 1643640"," 1662817"," 1711772"," 1675589"," 1712905"
"2015F","US","PARCB"," 2227144"," 2292856"," 2398519"," 2414123"," 2325491"," 2431920"," 2421800"," 2527236"," 2654588"," 2704782"," 2724859"," 2747780"," 2867441"," 2800327"," 2553838"," 2478772"," 2703280"," 2681282"," 2607495"," 2098779"," 1734025"," 1531065"," 1433545"," 1353406"," 1530715"," 1565181"," 1540569"," 1616581"," 1674728"," 1660250"," 1394177"," 1380854"," 1414075"," 1438989"," 1407577"," 1373083"," 1482728"," 1421374"," 1303315"," 1464051"," 1553331"," 1528151"," 1456026"," 1545865"," 1519182"," 1449813"," 1221271"," 1248539"," 1323791"," 1156944"," 1120653"," 1026799"," 891368"," 969746"," 1008192"," 981995"
"2015F","US","PARCP"," 411136"," 423099"," 443780"," 448640"," 433765"," 453358"," 453950"," 475634"," 500706"," 515260"," 518013"," 522603"," 546954"," 532538"," 486130"," 471841"," 512314"," 507352"," 493214"," 391188"," 325895"," 289824"," 272239"," 263331"," 288445"," 297420"," 292444"," 308546"," 318546"," 319655"," 270989"," 271056"," 275948"," 282069"," 276243"," 271348"," 296823"," 285061"," 262122"," 298827"," 316663"," 309744"," 298209"," 314346"," 306945"," 295116"," 250091"," 258477"," 277563"," 248204"," 240515"," 220394"," 189579"," 209215"," 215165"," 207042"
"2015F","US","PATCB"," 19919338"," 20215055"," 21048828"," 21700007"," 22299563"," 23245693"," 24399546"," 25282218"," 26977892"," 28339388"," 29521609"," 30564026"," 32946992"," 34837435"," 33453660"," 32732323"," 35177782"," 37123980"," 37962821"," 37122274"," 34204520"," 31932211"," 30232235"," 30052215"," 31053237"," 30924732"," 32198268"," 32863734"," 34222797"," 34209285"," 33551626"," 32846036"," 33524965"," 33784885"," 34666892"," 34558332"," 35759092"," 36265013"," 36935089"," 37958426"," 38406199"," 38337314"," 38401430"," 39029549"," 40529020"," 40648593"," 40288943"," 40073844"," 37728438"," 35877603"," 36560902"," 35920171"," 35129948"," 35813057"," 36101497"," 36871338"
"2015F","US","PATCP"," 3585820"," 3641280"," 3796029"," 3921364"," 4034236"," 4202039"," 4410796"," 4584526"," 4901789"," 5159930"," 5364473"," 5552560"," 5990316"," 6317303"," 6078239"," 5957515"," 6390750"," 6727468"," 6879017"," 6757077"," 6242445"," 5861062"," 5582937"," 5559364"," 5755576"," 5740142"," 5942430"," 6082743"," 6325692"," 6323680"," 6200801"," 6100551"," 6234027"," 6291408"," 6467128"," 6469474"," 6701060"," 6796411"," 6904758"," 7124559"," 7210595"," 7171778"," 7212878"," 7312230"," 7587603"," 7592787"," 7550908"," 7548339"," 7136256"," 6851560"," 7000748"," 6891957"," 6767419"," 6920811"," 6973549"," 7128782"
"2015F","US","PATXB"," 19366622"," 19657777"," 20489243"," 21115300"," 21665681"," 22523691"," 23516316"," 24271678"," 25796442"," 26768094"," 27404272"," 28069027"," 29849905"," 31322620"," 30088629"," 29566647"," 31700650"," 33223356"," 33975958"," 33838908"," 31570959"," 29730548"," 28664581"," 28508533"," 29767122"," 29834273"," 30746425"," 31606875"," 32659372"," 32506194"," 32262193"," 31647776"," 32534258"," 32661095"," 33608212"," 33803828"," 34941830"," 35338307"," 35628994"," 36747220"," 37262059"," 37060938"," 37440245"," 37824730"," 39328023"," 39426529"," 39651985"," 39426013"," 37269103"," 35495232"," 36190590"," 35625152"," 34915770"," 35557942"," 35806099"," 36595434"
